time,frequency,offset,CrepeFreq,CrepeConf,freq_ratio,in_tune
3342.74721,478.1834,0,109.37179769888954,0.35986206,4.372090521145883,False
3362.74719,474.682556,0,138.58047203284266,0.33839723,3.4253206749613563,False
3382.74717,483.456635,0,165.5882445976906,0.22898397,2.9196313794774214,False
3402.74715,489.291046,0,211.72478336287455,0.113445625,2.3109767228402607,False
3422.74714,495.911682,0,260.46165342677,0.2193987,1.903971949327381,False
3442.747,501.275238,0,310.09871383286054,0.18100016,1.6165021512155684,False
3462.747,502.912537,0,370.63353823285195,0.64656603,1.3568997004368322,False
3482.747,499.563477,0,454.23668506272327,0.0680686,1.0997867266731611,False
3502.747,496.874023,0,481.47876694334036,0.44158745,1.031974942850328,False
3522.747,494.3512,0,491.126185138742,0.7398683,1.0065665707894336,False
3542.747,493.327667,0,492.1655453972093,0.93298197,1.0023612412808232,True
3562.747,493.962128,0,484.29152698496534,0.9042122,1.019968552981384,True
3582.747,496.346436,0,475.290519038145,0.9227335,1.0443011508087017,True
3602.747,497.714417,0,473.5258664171707,0.9445607,1.0510817936216383,True
3622.747,498.085754,0,476.56982019353416,0.90507215,1.0451474954870794,True
3642.747,497.688843,0,486.39472919014065,0.9012898,1.0232200579736224,True
3662.747,497.368256,0,492.8419380670373,0.9253013,1.0091841168199185,True
3682.747,498.9042,0,499.433293987816,0.9094074,0.9989406113004775,True
3702.747,500.1685,0,503.0350519881366,0.9347293,0.9943014865926197,True
3722.747,500.8612,0,501.3351679985552,0.9339944,0.9990545885690657,True
3742.747,500.063049,0,497.64405640955977,0.9469001,1.004860889142117,True
3762.747,498.390381,0,495.07406630250955,0.962538,1.006698623343894,True
3782.7470000000003,499.866272,0,493.5945264702524,0.9416909,1.0127062704171328,True
3802.7470000000003,501.509125,0,494.2599548397145,0.9648882,1.0146667155396725,True
3822.7470000000003,502.186646,0,494.8103129998675,0.96397865,1.0149073954328323,True
3842.7470000000003,501.653137,0,496.1525129785144,0.96699244,1.0110865588253584,True
3862.7470000000003,500.662,0,497.6485955688651,0.9557014,1.0060552857135872,True
3882.7470000000003,500.823151,0,497.5447034748421,0.95305616,1.0065892521863087,True
3902.7470000000003,501.938416,0,497.25731420074305,0.9534557,1.0094138420201642,True
3922.7470000000003,502.50705,0,497.80605411730824,0.9499281,1.0094434285075689,True
3942.74688,501.830078,0,499.36798953462755,0.91856235,1.0049304090710078,True
3962.74686,500.471619,0,500.54685878346646,0.92907274,0.9998496848354032,True
3982.74684,499.89624,0,498.93295461601497,0.9188306,1.0019306910378898,True
4002.74658,501.504517,0,496.84860312595566,0.9596005,1.009370890538388,True
4022.74656,503.4704,0,497.1653054659288,0.96112305,1.0126820887635397,True
4042.7465400000006,505.700256,0,500.1854905253091,0.9258852,1.0110254407198,True
4062.74652,508.340851,0,502.42584425335065,0.9379233,1.0117728950735796,True
4082.74651,508.562,0,502.37978232580537,0.9409443,1.0123058647893306,True
4102.74649,506.215851,0,500.8311678131711,0.9355993,1.0107514937825068,True
4122.74647,504.665131,0,500.13449572103787,0.93186563,1.0090588338091544,True
4142.74645,503.961639,0,501.00134745126843,0.9412939,1.0059087496746095,True
4162.74643,503.922,0,502.42785241037217,0.93403965,1.002973855017113,True
4182.74641,503.34668,0,502.33370445134113,0.9293973,1.0020165390848406,True
4202.746389999999,502.7675,0,500.6740069038321,0.9199457,1.004181349675239,True
4222.746370000001,502.0024,0,499.8868439307825,0.9080383,1.0042320699072258,True
4242.74635,501.299133,0,501.361579494884,0.9300781,0.9998754461900593,True
4262.74633,500.9314,0,503.87372264317213,0.92049235,0.9941605951829804,True
4282.74632,501.1998,0,507.785177158544,0.9273274,0.9870311748850285,True
4302.7463,501.070953,0,510.18513785814207,0.9165167,0.9821355343740407,True
4322.746279999999,500.394165,0,509.94342297931314,0.8967809,0.9812738873588717,True
4342.74626,499.4096,0,507.8880089786138,0.92068404,0.983306538392855,True
4362.7462399999995,498.443,0,505.4503897004403,0.90329653,0.9861363452413335,True
4382.746,497.854828,0,505.1842171976615,0.902606,0.9854916504749123,True
4402.745999999999,498.468,0,504.84775618284635,0.91347796,0.9873630097297378,True
4422.746,499.326721,0,504.5336104046065,0.9124068,0.9896797967524287,True
4442.745999999999,499.4706,0,503.7788613504966,0.9213061,0.9914481101113546,True
4462.746,499.089233,0,503.08481980263673,0.9263785,0.9920578267414146,True
4482.746,498.4063,0,501.7250974869973,0.9346585,0.9933852272815925,True
4502.746,498.29718,0,500.64019786018275,0.93443584,0.9953199565871914,True
4522.746,498.649963,0,500.4058996014817,0.93319744,0.9964909754203936,True
4542.746,499.1677,0,500.698974586509,0.9347929,0.9969417261383977,True
4562.746,499.168,0,500.0241781173993,0.92518705,0.9982877265642978,True
4582.746,497.8899,0,498.5311646877359,0.93652415,0.9987136918749351,True
4602.746,497.636169,0,497.39115813310207,0.9548077,1.0004925919226582,True
4622.746,497.459564,0,497.2812981524212,0.95683557,1.0003584809005308,True
4642.746,497.678619,0,498.0314466051362,0.94132346,0.9992915555683457,True
4662.746,498.248718,0,499.0898736281329,0.91248643,0.9983146209278538,True
4682.746,498.83252,0,499.51730307989783,0.9082408,0.998629110391821,True
4702.746,499.290924,0,498.95805863603175,0.91716146,1.0006671209297193,True
4722.746,499.978668,0,498.1213813620608,0.9409502,1.0037285824448263,True
4742.746,500.3535,0,497.5714963215511,0.95159656,1.0055911636800254,True
4762.746,500.0222,0,498.1418787172905,0.9466427,1.0037746701553205,True
4782.746,498.926758,0,499.06516505419734,0.92827624,0.9997226673711392,True
4802.746,499.414429,0,498.7350323205807,0.9354955,1.0013622397373172,True
4822.746,500.408661,0,497.9651895148823,0.9515838,1.0049069122431995,True
