time,frequency,offset,CrepeFreq,CrepeConf,freq_ratio,in_tune
1562.4988099999998,281.233276,0,253.59861274100157,0.43822545,1.1089700884413807,False
1582.49879,283.588562,0,252.3497400620592,0.5003797,1.1237917737908445,False
1602.49877,285.642548,0,252.31532548004324,0.5398166,1.1320856054088269,False
1622.4987500000002,288.2396,0,251.04188033041893,0.6494995,1.1481733630285982,False
1642.49873,290.3468,0,251.22191158012032,0.5234178,1.1557383596589736,False
1662.4987099999998,291.742065,0,247.02929387116725,0.52182853,1.1810018983098893,False
1682.4986900000001,294.174316,0,262.0516609625681,0.3632459,1.1225813830732418,False
1702.49867,295.376526,0,275.194945849189,0.655731,1.0733355770344373,False
1722.49866,296.303131,0,278.30919199341275,0.8980196,1.0646544904884534,False
1742.49864,296.9361,0,279.3072356246587,0.9167478,1.0631163898633529,False
1762.4986199999998,296.8349,0,279.3271769818779,0.87385666,1.062678194106612,False
1782.4986000000001,295.822449,0,280.060912088622,0.8521262,1.0562789601513205,True
1802.49858,295.539948,0,280.377205402296,0.87907046,1.0540797978778194,True
1822.49856,295.5421,0,281.87960836795764,0.88296145,1.048469244409506,True
1842.49854,296.375275,0,284.8612255672916,0.90048254,1.0404198550005481,True
1862.4985199999999,297.5086,0,288.520402424549,0.9216279,1.0311527278484285,True
1882.4985000000001,297.192169,0,291.1212509405795,0.92992955,1.02085357231671,True
1902.49848,296.687622,0,292.70402810652354,0.894622,1.013609631268985,True
1922.4984599999998,295.9925,0,294.0772094922284,0.9220279,1.0065128831679226,True
1942.49845,295.765472,0,295.38806487604734,0.92025393,1.0012776654470146,True
1962.4984299999999,295.605,0,296.6517151517893,0.9139581,0.996471568852202,True
1982.4984100000001,285.3287,0,297.16619181273484,0.9290396,0.9601654153841482,True
2002.49839,286.185425,0,296.72075541288456,0.9057175,0.9644941237823936,True
2022.49837,291.5068,0,296.05473927530363,0.9145395,0.9846381811470531,True
2042.4983499999998,313.442383,0,295.5535326738677,0.9317134,1.0605265995783983,False
2062.49833,325.044922,0,295.99371159496764,0.9206085,1.098148066215628,False
2302.498,365.0967,0,325.8360084729614,0.9137526,1.1204921816684252,False
2322.498,360.1767,0,328.98844412904873,0.9369363,1.0948004600998003,False
2342.498,357.5758,0,333.09128268853095,0.90704334,1.0735069291331896,False
2362.498,357.747,0,335.01602674942944,0.856929,1.0678504054600704,False
2382.498,363.245636,0,334.0903435380849,0.5136275,1.0872676897905955,False
2402.498,363.44635,0,328.94521852009586,0.14491427,1.104884125189971,False
2422.498,362.8352,0,328.3043913241997,0.07562853,1.1051792470290207,False
2442.498,362.173767,0,339.37052530053285,0.050561268,1.0671927583554097,False
2462.498,361.591,0,377.75761651118705,0.40547535,0.957203731163662,False
